"Calendar Year","Quarter","Quarter Month from","Quarter Month to","County code","County","Permit Date","Permits: Incorporated Cities","Permits: Outside Incorporated Cities","Permits: Allocated Countywide","Total Permits","Taxable Transactions: Incorporated Cities","Taxable Transactions: Outside Incorporated Cities","Taxable Transactions: Unallocated","Total Taxable Transactions","Yearly Percentage Change (%)","Per Capita"
"2019","Q1","1","3","33","Riverside","3/31/2019","55602","6980","1","62583","7694839685","643354250","1034873920","9373067855","1.32","3869.73"
"2019","Q1","1","3","34","Sacramento","3/31/2019","26554","13016","","39570","3426429538","1755687614","792022957","5974140109","3.68","3876.03"
"2019","Q1","1","3","35","San Benito","3/31/2019","1271","498","","1769","94242626","28074700","28269622","150586948","-30.18","2448.05"
"2019","Q1","1","3","36","San Bernardino","3/31/2019","56695","6356","","63051","8025515309","632928111","978948848","9637392268","2.31","4443.31"
"2019","Q1","1","3","37","San Diego","3/31/2019","88669","13060","2","101731","11451897490","611811837","1702786324","13766495651","0.55","4121.32"
"2019","Q1","1","3","38","San Francisco","3/31/2019","32105","","","32105","3908595663","","855193401","4763789064","3.13","5346.43"
"2019","Q1","1","3","39","San Joaquin","3/31/2019","12671","3037","","15708","2383759467","371725774","423122653","3178607894","5.27","4152.02"
"2019","Q1","1","3","4","Butte","3/31/2019","5154","2077","","7231","673472600","70198134","101403653","845074387","7.42","3814.87"
"2019","Q1","1","3","40","San Luis Obispo","3/31/2019","8002","4521","","12523","817468438","214585807","130293780","1162348025","-3.09","4175.77"
"2019","Q1","1","3","41","San Mateo","3/31/2019","20816","1995","","22811","3005187885","351841422","648982127","4006011434","2.73","5174.18"
"2019","Q1","1","3","42","Santa Barbara","3/31/2019","11921","3641","1","15563","1284621754","156684353","211580621","1652886728","2.47","3666.24"
"2019","Q1","1","3","43","Santa Clara","3/31/2019","51351","2077","1","53429","8588847877","101139428","1738994118","10428981423","2.75","5334.97"
"2019","Q1","1","3","44","Santa Cruz","3/31/2019","5509","4858","","10367","517289834","212316959","111205932","840812725","-2.04","3085.53"
"2019","Q1","1","3","45","Shasta","3/31/2019","5780","2654","","8434","590484816","81587951","78573347","750646114","7.28","4219.69"
"2019","Q1","1","3","46","Sierra","3/31/2019","21","120","","141","696795","1784960","1313114","3794869","23.22","1182.2"
"2019","Q1","1","3","47","Siskiyou","3/31/2019","1537","957","","2494","86921910","14445226","18976430","120343566","1.61","2698.77"
"2019","Q1","1","3","48","Solano","3/31/2019","9778","579","","10357","1538994211","39040579","235229584","1813264374","1.55","4132.02"
"2019","Q1","1","3","49","Sonoma","3/31/2019","14516","6799","","21315","1586636336","354430609","242957939","2184024884","-1.19","4394.88"
"2019","Q1","1","3","5","Calaveras","3/31/2019","192","1797","","1989","15815301","57082739","14360084","87258124","6.75","1935.41"
"2019","Q1","1","3","50","Stanislaus","3/31/2019","9221","2602","","11823","1422179186","487049805","252036454","2161265445","0.62","3901.07"
"2019","Q1","1","3","51","Sutter","3/31/2019","1836","476","","2312","291908283","58943605","33489122","384341010","-4.73","3734.58"
"2019","Q1","1","3","52","Tehama","3/31/2019","985","1092","","2077","153684695","30029140","24378740","208092575","12.45","3219.1"
"2019","Q1","1","3","53","Trinity","3/31/2019","","1146","","1146","","14575642","3670814","18246456","","1338.01"
"2019","Q1","1","3","54","Tulare","3/31/2019","6685","2562","","9247","1369473095","200094136","166157342","1735724573","2.87","3641.98"
"2019","Q1","1","3","55","Tuolumne","3/31/2019","635","1468","","2103","58707240","77749814","23949854","160406908","3.98","2941.51"
"2019","Q1","1","3","56","Ventura","3/31/2019","25004","2365","","27369","2833931556","114219069","369971980","3318122605","0.18","3921.89"
"2019","Q1","1","3","57","Yolo","3/31/2019","4481","781","","5262","797377586","76359517","144477297","1018214400","0.16","4609.47"
"2019","Q1","1","3","58","Yuba","3/31/2019","437","882","","1319","36865475","63377864","27911131","128154470","-2.77","1656.98"
"2019","Q1","1","3","59","Statewide","3/31/2019","","","54851","54851","","","25777454","25777454","",""
"2019","Q1","1","3","6","Colusa","3/31/2019","408","267","","675","42112125","27665844","13654337","83432306","-3.57","3794.1"
"2019","Q1","1","3","7","Contra Costa","3/31/2019","22461","3298","","25759","3121543038","234358317","581884323","3937785678","-2.19","3422.31"
"2019","Q1","1","3","8","Del Norte","3/31/2019","270","329","","599","27288728","18699878","9217121","55205727","6.39","2035.08"
"2019","Q1","1","3","9","El Dorado","3/31/2019","1902","4945","","6847","190079068","272684921","91436903","554200892","5.35","2916.57"
"2019","Q1","1","3","","TOTAL","3/31/2019","1041635","164263","54862","1260760","131306411480","12332032016","20808167358","164446610854","",""
"2019","A","1","12","1","Alameda","12/31/2019","46614","2583","","49197","28442108803","993113540","5680941172","35116163515","0.12","21093.53"
"2019","A","1","12","10","Fresno","12/31/2019","18349","3733","","22082","12451714625","1758721741","2008446870","16218883236","5.41","15976.12"
"2019","A","1","12","11","Glenn","12/31/2019","666","356","","1022","275329165","111785144","97398652","484512961","6.56","16884.92"
"2019","A","1","12","12","Humboldt","12/31/2019","3384","3065","","6449","1339399487","488254491","235708627","2063362605","1.59","15398.68"
"2019","A","1","12","13","Imperial","12/31/2019","3081","521","","3602","1980091388","352911265","431233243","2764235896","-1.03","14639.45"
"2019","A","1","12","14","Inyo","12/31/2019","403","417","","820","182094637","137942401","57002591","377039629","5.84","20301.5"
"2019","A","1","12","15","Kern","12/31/2019","13650","7107","","20757","9622381202","4142237770","1946480410","15711099382","3.83","17295.25"
"2019","A","1","12","16","Kings","12/31/2019","1967","508","","2475","1365749779","191557922","275007634","1832315335","5.48","11976.3"
"2019","A","1","12","17","Lake","12/31/2019","740","1388","","2128","270539247","274697420","108551311","653787978","6.45","10172.83"
"2019","A","1","12","18","Lassen","12/31/2019","302","383","","685","140452976","81526624","55742890","277722490","0.43","9519.84"
"2019","A","1","12","19","Los Angeles","12/31/2019","320450","21904","5","342359","142910278079","6027929500","23375395408","172313602987","3.78","16919.4"
"2019","A","1","12","2","Alpine","12/31/2019","","81","","81","","11937549","10613028","22550577","-36.63","19626.26"
"2019","A","1","12","20","Madera","12/31/2019","1576","1658","","3234","895172471","563507444","310063048","1768742963","5.41","11179.29"
"2019","A","1","12","21","Marin","12/31/2019","9409","1964","","11373","4207225716","413925002","886656271","5507806989","2.11","21002.92"
"2019","A","1","12","22","Mariposa","12/31/2019","","737","","737","","178349678","39881951","218231629","7.85","12079.68"
"2019","A","1","12","23","Mendocino","12/31/2019","1712","3334","","5046","846664471","580011705","187674625","1614350801","8.28","18264.36"
"2019","A","1","12","24","Merced","12/31/2019","3205","1192","","4397","2039458672","828384041","461583439","3329426152","6.85","11859.67"
"2019","A","1","12","25","Modoc","12/31/2019","148","216","","364","39582808","15324448","28756197","83663453","7.92","8681.48"
"2019","A","1","12","26","Mono","12/31/2019","517","259","","776","213695757","55668899","59450767","328815423","8.11","24326.06"
"2019","A","1","12","27","Monterey","12/31/2019","9137","3679","","12816","5408736747","1086003269","923508883","7418248899","1.07","16809.83"
"2019","A","1","12","28","Napa","12/31/2019","4909","2381","","7290","2251790076","1062553950","459994794","3774338820","2.76","26965.34"
"2019","A","1","12","29","Nevada","12/31/2019","2556","2540","","5096","986529491","232402425","282428807","1501360723","6.41","15348.19"
"2019","A","1","12","3","Amador","12/31/2019","833","799","","1632","145532519","263059833","81657182","490249534","4.41","12962.7"
"2019","A","1","12","30","Orange","12/31/2019","120059","2929","1","122989","60205828905","780317488","8702828659","69688975052","3.29","21825.63"
"2019","A","1","12","31","Placer","12/31/2019","10025","4168","","14193","7636859053","1504990698","1217628893","10359478644","4.53","26161.75"
"2019","A","1","12","32","Plumas","12/31/2019","101","1223","","1324","19800004","148599457","66339711","234739172","7.99","12868.06"
"2019","A","1","12","33","Riverside","12/31/2019","56812","7250","1","64063","32682981395","2855944876","5088071925","40626998196","4.38","16773.14"
"2019","A","1","12","34","Sacramento","12/31/2019","27482","13376","","40858","15099639018","7934176248","3802550217","26836365483","5.47","17411.5"
"2019","A","1","12","35","San Benito","12/31/2019","1270","510","","1780","440786650","175069408","136058973","751915031","-2.08","12223.67"
"2019","A","1","12","36","San Bernardino","12/31/2019","58216","6555","","64771","34123119725","2832986582","4812641541","41768747848","2.99","19257.46"
"2019","A","1","12","37","San Diego","12/31/2019","88648","13250","3","101901","50044867614","2681647778","8638761811","61365277203","3.93","18371.12"
"2019","A","1","12","38","San Francisco","12/31/2019","31870","","","31870","16890270514","","4066861929","20957132443","3.02","23520.35"
"2019","A","1","12","39","San Joaquin","12/31/2019","12992","3152","","16144","10595490384","1791533058","1996830849","14383854291","6.88","18788.76"
"2019","A","1","12","4","Butte","12/31/2019","5016","2013","","7029","2909760774","400791793","484749460","3795302027","8.26","17132.92"
"2019","A","1","12","40","San Luis Obispo","12/31/2019","8004","4591","1","12596","3735451483","1092801107","660936886","5489189476","1.34","19720.1"
"2019","A","1","12","41","San Mateo","12/31/2019","20887","2021","","22908","13305058213","1695964448","3285034671","18286057332","4.21","23618.34"
"2019","A","1","12","42","Santa Barbara","12/31/2019","11994","3746","1","15741","5784752453","754135093","1077243874","7616131420","4.18","16893.23"
"2019","A","1","12","43","Santa Clara","12/31/2019","51289","2022","1","53312","38424945600","463708641","8113310024","47001964265","3.63","24043.97"
"2019","A","1","12","44","Santa Cruz","12/31/2019","5564","4978","","10542","2409176721","987030711","584635772","3980843204","2.62","14608.54"
"2019","A","1","12","45","Shasta","12/31/2019","5843","2672","","8515","2679330723","388075293","382020806","3449426822","7.42","19390.67"
"2019","A","1","12","46","Sierra","12/31/2019","21","119","","140","3256792","8889555","15520519","27666866","47.72","8618.96"
"2019","A","1","12","47","Siskiyou","12/31/2019","1534","952","","2486","408860070","78763863","105514654","593138587","4.93","13301.45"
"2019","A","1","12","48","Solano","12/31/2019","9949","590","","10539","6901528117","202254481","1147489371","8251271969","4.69","18802.8"
"2019","A","1","12","49","Sonoma","12/31/2019","14579","6919","","21498","7095817995","1726385587","1282114053","10104317635","1.19","20332.78"
"2019","A","1","12","5","Calaveras","12/31/2019","198","1739","","1937","73999722","269156073","88227881","431383676","10.69","9568.23"
"2019","A","1","12","50","Stanislaus","12/31/2019","9440","2644","","12084","6295177162","2176340775","1208308523","9679826460","4.09","17472.04"
"2019","A","1","12","51","Sutter","12/31/2019","1887","491","","2378","1298536038","353520709","176708081","1828764828","1.59","17769.83"
"2019","A","1","12","52","Tehama","12/31/2019","978","1107","","2085","697489200","136546208","119957644","953993052","14.07","14757.87"
"2019","A","1","12","53","Trinity","12/31/2019","","1212","","1212","","82765646","24027938","106793584","2.77","7831.16"
"2019","A","1","12","54","Tulare","12/31/2019","6883","2641","","9524","6187786526","913350207","858219422","7959356155","6.91","16700.7"
"2019","A","1","12","55","Tuolumne","12/31/2019","634","1513","","2147","260988100","390068380","126190916","777247396","6.61","14253.05"
"2019","A","1","12","56","Ventura","12/31/2019","25339","2416","","27755","12373155738","550808279","1876319939","14800283956","3.32","17493.39"
"2019","A","1","12","57","Yolo","12/31/2019","4433","791","","5224","3566386256","367098812","729588800","4663073868","1.98","21109.81"
"2019","A","1","12","58","Yuba","12/31/2019","451","898","","1349","173655892","333766714","164734452","672157058","7.97","8690.71"
"2019","A","1","12","59","Statewide","12/31/2019","","","66855","66855","","","93547477","93547477","-53.04",""
"2019","A","1","12","6","Colusa","12/31/2019","403","260","","663","239941988","173883739","55221325","469047052","8.06","21330.01"
"2019","A","1","12","7","Contra Costa","12/31/2019","22813","3388","","26201","13981136349","1087646738","3011962451","18080745538","2.68","15713.9"
"2019","A","1","12","8","Del Norte","12/31/2019","265","336","","601","114515217","91385623","45346523","251247363","4.21","9261.89"
"2019","A","1","12","9","El Dorado","12/31/2019","1901","5016","","6917","865620850","1220779693","463729831","2550130374","7.61","13420.46"
"2019","A","1","12","","TOTAL","12/31/2019","1061388","168293","66868","1296549","573540499357","56502989822","102713413601","732756902780","3.66",""
"2018","Q4","10","12","1","Alameda","12/31/2018","44902","2500","","47402","7618985005","248229808","1418986638","9286201451","4.43","5604.61"
"2018","Q4","10","12","10","Fresno","12/31/2018","17535","3501","","21036","3107079245","398225780","485797276","3991102301","3.88","3962.36"
"2018","Q4","10","12","11","Glenn","12/31/2018","675","351","","1026","69881938","23635095","21267422","114784455","9.72","3990.83"
"2018","Q4","10","12","12","Humboldt","12/31/2018","3289","2916","","6205","358767644","117691315","58820932","535279891","-5.58","3933.45"
"2018","Q4","10","12","13","Imperial","12/31/2018","3193","509","","3702","543893882","83146597","99484098","726524577","-8.31","3831.41"
"2018","Q4","10","12","14","Inyo","12/31/2018","395","409","","804","41710589","30852945","16608115","89171649","0.85","4794.43"
"2018","Q4","10","12","15","Kern","12/31/2018","12927","6685","","19612","2501759691","1023088611","451353141","3976201443","6.8","4386.01"
"2018","Q4","10","12","16","Kings","12/31/2018","1851","489","","2340","340901966","44896575","68764161","454562702","4.72","2994.95"
"2018","Q4","10","12","17","Lake","12/31/2018","717","1359","","2076","67013489","69601834","25747468","162362791","3.2","2495.43"
"2018","Q4","10","12","18","Lassen","12/31/2018","321","377","","698","38139223","20931741","16921385","75992349","-49.07","2484.7"
"2018","Q4","10","12","19","Los Angeles","12/31/2018","307446","20596","5","328047","37622148945","1491264619","5678269968","44791683532","5.03","4367.93"
"2018","Q4","10","12","2","Alpine","12/31/2018","","82","","82","","3280743","12111044","15391787","30.48","13257.35"
"2018","Q4","10","12","20","Madera","12/31/2018","1525","1585","","3110","218252953","137465045","66845960","422563958","2.86","2668.91"
"2018","Q4","10","12","21","Marin","12/31/2018","9278","1921","","11199","1171526498","100551049","207339916","1479417463","3.79","5629.37"
"2018","Q4","10","12","22","Mariposa","12/31/2018","","725","","725","","38649966","10075160","48725126","3.95","2690.21"
"2018","Q4","10","12","23","Mendocino","12/31/2018","1693","3103","","4796","213992462","139950491","41905062","395848015","4.45","4441.24"
"2018","Q4","10","12","24","Merced","12/31/2018","3106","1130","","4236","528797397","168856935","107998928","805653260","4.28","2883.26"
"2018","Q4","10","12","25","Modoc","12/31/2018","147","218","","365","10048846","3142361","5365832","18557039","-4.43","1933.22"
"2018","Q4","10","12","26","Mono","12/31/2018","515","254","","769","50359234","9598927","14846651","74804812","13.37","5449.46"
"2018","Q4","10","12","27","Monterey","12/31/2018","8918","3572","","12490","1426580896","345138046","230227217","2001946159","12.4","4519.67"
"2018","Q4","10","12","28","Napa","12/31/2018","4854","2280","","7134","598019309","285664725","114281969","997966003","11.39","7079.48"
"2018","Q4","10","12","29","Nevada","12/31/2018","2514","2527","","5041","257770829","57443449","62816037","378030315","-7.22","3817.56"
"2018","Q4","10","12","3","Amador","12/31/2018","807","785","","1592","39642927","68638504","17943239","126224670","3.02","3328.7"
"2018","Q4","10","12","30","Orange","12/31/2018","114813","2819","1","117633","15995217676","187372766","2117965712","18300556154","4.98","5695.29"
"2018","Q4","10","12","31","Placer","12/31/2018","9711","4083","","13794","2017969860","377288246","308819351","2704077457","7.5","6942.78"
"2018","Q4","10","12","32","Plumas","12/31/2018","103","1220","","1323","4500441","34518955","14959187","53978583","-25.24","2727.15"
"2018","Q4","10","12","33","Riverside","12/31/2018","54623","6809","1","61433","8402892726","737962612","1487721362","10628576700","9.03","4405.56"
"2018","Q4","10","12","34","Sacramento","12/31/2018","26302","12764","","39066","3910208090","2032206087","916586395","6859000572","4.74","4482.29"
"2018","Q4","10","12","35","San Benito","12/31/2018","1274","487","","1761","102825854","46807812","32953304","182586970","0.31","3001.05"
"2018","Q4","10","12","36","San Bernardino","12/31/2018","55572","6266","","61838","8956393882","708908349","1254541286","10919843517","6.77","5028.67"
"2018","Q4","10","12","37","San Diego","12/31/2018","87806","12866","2","100674","12991866437","714399638","2010115733","15716381808","2.67","4715.2"
"2018","Q4","10","12","38","San Francisco","12/31/2018","31739","","","31739","4516512177","","981700466","5498212643","3.61","6241.01"
"2018","Q4","10","12","39","San Joaquin","12/31/2018","12448","2989","","15437","2721179686","436775887","559890988","3717846561","10.82","4909.48"
"2018","Q4","10","12","4","Butte","12/31/2018","5196","2062","","7258","758579801","79166391","110798575","948544767","7.52","4162.18"
"2018","Q4","10","12","40","San Luis Obispo","12/31/2018","7979","4408","","12387","970317013","334154463","178535775","1483007251","1.77","5295.54"
"2018","Q4","10","12","41","San Mateo","12/31/2018","20578","1976","","22554","3627103326","399094618","846078253","4872276197","4.72","6308.19"
"2018","Q4","10","12","42","Santa Barbara","12/31/2018","11850","3543","1","15394","1512732481","192823117","245765022","1951320620","5.06","4309.95"
"2018","Q4","10","12","43","Santa Clara","12/31/2018","50995","1998","1","52994","10331839022","117406851","2073459981","12522705854","3.41","6429.16"
"2018","Q4","10","12","44","Santa Cruz","12/31/2018","5455","4786","","10241","632588111","259019936","130893764","1022501811","2.87","3703.76"
"2018","Q4","10","12","45","Shasta","12/31/2018","5723","2682","","8405","689654124","96870198","93898803","880423125","8.09","4920.59"
"2018","Q4","10","12","46","Sierra","12/31/2018","22","120","","142","839268","1939536","1769057","4547861","-22.12","1412.37"
"2018","Q4","10","12","47","Siskiyou","12/31/2018","1543","957","","2500","102384453","18253654","26001502","146639609","3.03","3287.51"
"2018","Q4","10","12","48","Solano","12/31/2018","9673","582","","10255","1843718003","50900867","253325341","2147944211","4.02","4891.67"
"2018","Q4","10","12","49","Sonoma","12/31/2018","14397","6699","","21096","1913324479","463892913","301154046","2678371438","3.59","5326.21"
"2018","Q4","10","12","5","Calaveras","12/31/2018","201","1805","","2006","17440894","64526511","20713481","102680886","3.5","2274.36"
"2018","Q4","10","12","50","Stanislaus","12/31/2018","9090","2557","","11647","1655389988","525012600","286788271","2467190859","5.33","4452.54"
"2018","Q4","10","12","51","Sutter","12/31/2018","1823","459","","2282","342507604","87927552","40635305","471070461","6.56","4845.9"
"2018","Q4","10","12","52","Tehama","12/31/2018","974","1077","","2051","171960096","28807422","26488578","227256096","7.18","3545.17"
"2018","Q4","10","12","53","Trinity","12/31/2018","","1133","","1133","","19891078","4932023","24823101","-2.28","1818.54"
"2018","Q4","10","12","54","Tulare","12/31/2018","6621","2530","","9151","1695223773","213449033","189029467","2097702273","4.97","4413"
"2018","Q4","10","12","55","Tuolumne","12/31/2018","643","1441","","2084","68514481","95475234","29301258","193290973","0.45","3532.29"
"2018","Q4","10","12","56","Ventura","12/31/2018","24620","2334","","26954","3260201113","135340993","465086941","3860629047","2.84","4502.63"
"2018","Q4","10","12","57","Yolo","12/31/2018","4405","749","","5154","948750784","98543420","206622319","1253916523","11.56","5669.34"
"2018","Q4","10","12","58","Yuba","12/31/2018","440","867","","1307","41179654","80342954","39368789","160891397","6.69","2084.03"
"2018","Q4","10","12","59","Statewide","12/31/2018","","","48835","48835","","","40461491","40461491","",""
"2018","Q4","10","12","6","Colusa","12/31/2018","417","263","","680","52604970","36300916","15086088","103991974","5.92","4713.41"
"2018","Q4","10","12","7","Contra Costa","12/31/2018","22079","3238","","25317","3808302684","277635303","741756196","4827694183","5.12","4205.75"
"2018","Q4","10","12","8","Del Norte","12/31/2018","268","329","","597","27176590","22022241","11277052","60475883","5.89","2224.03"
"2018","Q4","10","12","9","El Dorado","12/31/2018","1911","4925","","6836","219671572","310712114","104190627","634574313","6.61","3347.05"
"2018","Q4","10","12","","TOTAL","12/31/2018","1027902","161697","48846","1238445","151136844081","14195695428","25402449408","190734988917","",""
"2018","Q3","7","9","1","Alameda","9/30/2018","45448","2511","","47959","7695946311","249820419","1174493462","9120260192","9.97","5504.46"
"2018","Q3","7","9","10","Fresno","9/30/2018","17656","3519","","21175","3000985433","482910870","427108868","3911005171","3.43","3882.84"
"2018","Q3","7","9","11","Glenn","9/30/2018","685","346","","1031","66012045","25502710","18193512","109708267","0.87","3814.34"
"2018","Q3","7","9","12","Humboldt","9/30/2018","3352","2845","","6197","347765995","124815903","50726583","523308481","-9.98","3845.48"
"2018","Q3","7","9","13","Imperial","9/30/2018","3140","516","","3656","452437974","68442799","72401328","593282101","0.81","3128.74"
"2018","Q3","7","9","14","Inyo","9/30/2018","401","415","","816","49824502","35681772","12307131","97813405","1.54","5259.06"
"2018","Q3","7","9","15","Kern","9/30/2018","13051","6838","","19889","2400071002","1018386971","511540994","3929998967","9.67","4335.05"
"2018","Q3","7","9","16","Kings","9/30/2018","1881","494","","2375","335919401","50319736","59050316","445289453","-1.16","2933.85"
"2018","Q3","7","9","17","Lake","9/30/2018","720","1396","","2116","63285793","71677303","20641197","155604293","-2.52","2391.55"
"2018","Q3","7","9","18","Lassen","9/30/2018","325","375","","700","36367756","24668369","14131997","75168122","-2.38","2457.75"
"2018","Q3","7","9","19","Los Angeles","9/30/2018","310441","20729","5","331175","35454151955","1504974217","4531099983","41490226155","3.36","4045.98"
"2018","Q3","7","9","2","Alpine","9/30/2018","","83","","83","","2315773","2185179","4500952","-54.6","3876.78"
"2018","Q3","7","9","20","Madera","9/30/2018","1543","1595","","3138","230268328","151175835","62195345","443639508","1.07","2802.02"
"2018","Q3","7","9","21","Marin","9/30/2018","9464","1977","","11441","1106418597","102227613","171879773","1380525983","6.06","5253.08"
"2018","Q3","7","9","22","Mariposa","9/30/2018","","751","","751","","53362120","6845066","60207186","-11.54","3324.16"
"2018","Q3","7","9","23","Mendocino","9/30/2018","1707","3110","","4817","202046754","154729801","41366772","398143327","1.79","4466.99"
"2018","Q3","7","9","24","Merced","9/30/2018","3122","1136","","4258","505722113","195320541","102288029","803330683","3.24","2874.95"
"2018","Q3","7","9","25","Modoc","9/30/2018","148","228","","376","11143980","6131115","4850173","22125268","-20.51","2304.95"
"2018","Q3","7","9","26","Mono","9/30/2018","492","249","","741","51419690","21478096","13482388","86380174","-4.47","6292.72"
"2018","Q3","7","9","27","Monterey","9/30/2018","8991","3619","","12610","1456973111","294392329","213416871","1964782311","3.19","4435.77"
"2018","Q3","7","9","28","Napa","9/30/2018","4897","2297","","7194","579354162","254894995","97491547","931740704","1.37","6609.68"
"2018","Q3","7","9","29","Nevada","9/30/2018","2581","2639","","5220","269615246","64719088","56028246","390362580","1.32","3942.1"
"2018","Q3","7","9","3","Amador","9/30/2018","816","804","","1620","37923158","66436113","14075828","118435099","-0.55","3123.28"
"2018","Q3","7","9","30","Orange","9/30/2018","115916","2862","1","118779","14912914969","203442854","1776693872","16893051695","3.09","5257.26"
"2018","Q3","7","9","31","Placer","9/30/2018","9978","4165","","14143","1862002011","412280276","260501503","2534783790","4.44","6508.12"
"2018","Q3","7","9","32","Plumas","9/30/2018","103","1252","","1355","5596441","46834594","14166824","66597859","-11.06","3364.71"
"2018","Q3","7","9","33","Riverside","9/30/2018","55423","6889","1","62313","7608222972","671314447","1115380612","9394918031","5.43","3894.2"
"2018","Q3","7","9","34","Sacramento","9/30/2018","26577","13055","","39632","3572714885","1965833746","790709015","6329257646","1.44","4136.11"
"2018","Q3","7","9","35","San Benito","9/30/2018","1289","494","","1783","104920590","57179142","28390345","190490077","-18.93","3130.94"
"2018","Q3","7","9","36","San Bernardino","9/30/2018","55932","6372","","62304","8344472147","666496506","1101884486","10112853139","3.93","4657.04"
"2018","Q3","7","9","37","San Diego","9/30/2018","88968","13095","2","102065","12493317202","652347735","1664999631","14810664568","2.03","4443.47"
"2018","Q3","7","9","38","San Francisco","9/30/2018","32139","","","32139","4381403798","","787464837","5168868635","6.73","5867.18"
"2018","Q3","7","9","39","San Joaquin","9/30/2018","12603","3015","","15618","2508513933","461329027","429492937","3399335897","6.94","4488.88"
"2018","Q3","7","9","4","Butte","9/30/2018","5371","2132","","7503","676246140","97714172","114824499","888784811","2.49","3899.95"
"2018","Q3","7","9","40","San Luis Obispo","9/30/2018","8094","4484","","12578","942293735","258536078","158742530","1359572343","2.68","4854.78"
"2018","Q3","7","9","41","San Mateo","9/30/2018","20907","2001","","22908","3208827989","495148609","704121171","4408097769","3.2","5707.22"
"2018","Q3","7","9","42","Santa Barbara","9/30/2018","11938","3604","1","15543","1477497324","175899755","269018618","1922415697","4.57","4246.11"
"2018","Q3","7","9","43","Santa Clara","9/30/2018","51774","2048","1","53823","9718431450","130049461","1703501454","11551982365","6.34","5930.79"
"2018","Q3","7","9","44","Santa Cruz","9/30/2018","5510","4910","","10420","629859206","265281148","113049445","1008189799","0.19","3651.92"
"2018","Q3","7","9","45","Shasta","9/30/2018","5911","2810","","8721","640806558","105764570","74695887","821267015","0.25","4589.98"
"2018","Q3","7","9","46","Sierra","9/30/2018","24","123","","147","899677","2964978","2027526","5892181","-16.29","1829.86"
"2018","Q3","7","9","47","Siskiyou","9/30/2018","1607","989","","2596","107667658","24179286","23524741","155371685","-9.13","3483.27"
"2018","Q3","7","9","48","Solano","9/30/2018","9762","582","","10344","1695082243","63675490","217124878","1975882611","2.1","4499.82"
"2018","Q3","7","9","49","Sonoma","9/30/2018","14615","6853","","21468","1846367537","465196208","251354465","2562918210","4.72","5096.62"
"2018","Q3","7","9","5","Calaveras","9/30/2018","204","1894","","2098","18621017","69217526","15240890","103079433","-6.44","2283.19"
"2018","Q3","7","9","50","Stanislaus","9/30/2018","9201","2607","","11808","1555636783","540457342","257678362","2353772487","3.47","4247.85"
"2018","Q3","7","9","51","Sutter","9/30/2018","1842","470","","2312","323311161","87475281","36359993","447146435","2.12","4599.79"
"2018","Q3","7","9","52","Tehama","9/30/2018","985","1080","","2065","160805799","28627795","22088098","211521692","-0.89","3299.71"
"2018","Q3","7","9","53","Trinity","9/30/2018","","1149","","1149","","23336510","4270552","27607062","-17.2","2022.49"
"2018","Q3","7","9","54","Tulare","9/30/2018","6683","2560","","9243","1421854698","231777255","169059652","1822691605","3.14","3834.45"
"2018","Q3","7","9","55","Tuolumne","9/30/2018","675","1494","","2169","65904801","102043373","25677830","193626004","-0.72","3538.42"
"2018","Q3","7","9","56","Ventura","9/30/2018","24875","2359","","27234","3084028171","143034142","361739229","3588801542","1.59","4185.6"
"2018","Q3","7","9","57","Yolo","9/30/2018","4428","757","","5185","921508685","96168585","144954470","1162631740","6.68","5256.61"
"2018","Q3","7","9","58","Yuba","9/30/2018","455","910","","1365","46780611","93822764","26437383","167040758","8.49","2163.68"
"2018","Q3","7","9","59","Statewide","9/30/2018","","","","","","","25549888","25549888","",""
"2018","Q3","7","9","6","Colusa","9/30/2018","423","261","","684","56489814","45437598","12789193","114716605","7.54","5199.5"
"2018","Q3","7","9","7","Contra Costa","9/30/2018","22290","3305","","25595","3521164874","273679995","619039631","4413884500","6.04","3845.25"
"2018","Q3","7","9","8","Del Norte","9/30/2018","270","336","","606","31433647","25980681","9782333","67196661","-4.13","2471.19"
"2018","Q3","7","9","9","El Dorado","9/30/2018","1959","5061","","7020","246041922","300368532","86651989","633062443","1.45","3339.07"
"2018","Q3","7","9","","TOTAL","9/30/2018","1039592","164450","11","1204053","142545293754","14307279949","21096789357","177949363060","",""
"2018","Q2","4","6","1","Alameda","6/30/2018","44963","2482","","47445","7330289920","237081431","1209594221","8776965572","7.49","5297.27"
"2018","Q2","4","6","10","Fresno","6/30/2018","17593","3509","","21102","2985731609","476575480","467380575","3929687664","4.29","3901.39"
"2018","Q2","4","6","11","Glenn","6/30/2018","693","343","","1036","81908653","32590309","18572224","133071186","7.27","4626.63"
"2018","Q2","4","6","12","Humboldt","6/30/2018","3341","2770","","6111","333540149","138991387","52343603","524875139","-10.49","3856.99"
"2018","Q2","4","6","13","Imperial","6/30/2018","3094","512","","3606","475148056","112435741","81995769","669579566","12.57","3531.1"
"2018","Q2","4","6","14","Inyo","6/30/2018","411","405","","816","47240972","32932213","12291154","92464339","-2.52","4971.46"
"2018","Q2","4","6","15","Kern","6/30/2018","12991","6834","","19825","2387623238","1015960019","424569685","3828152942","8.79","4222.71"
"2018","Q2","4","6","16","Kings","6/30/2018","1884","497","","2381","326974012","53165383","58941162","439080557","0.13","2892.95"
