"Calendar Year","Quarter","Quarter Month from","Quarter Month to","County code","County","Permit Date","Permits: Incorporated Cities","Permits: Outside Incorporated Cities","Permits: Allocated Countywide","Total Permits","Taxable Transactions: Incorporated Cities","Taxable Transactions: Outside Incorporated Cities","Taxable Transactions: Unallocated","Total Taxable Transactions","Yearly Percentage Change (%)","Per Capita"
"2014","A","1","12","24","Merced","7/1/2014","2712","946","","3658","1740555000","661962000","362387000","2764904000","3.4","10450.67"
"2014","A","1","12","25","Modoc","7/1/2014","149","181","","330","40679000","16075000","33432000","90186000","-2.2","9512.32"
"2014","A","1","12","26","Mono","7/1/2014","402","218","","620","157184000","43226000","42933000","243343000","-0.6","16638.82"
"2014","A","1","12","27","Monterey","7/1/2014","7596","2939","","10535","4657560000","896002000","647185000","6200747000","4.9","14597.75"
"2014","A","1","12","28","Napa","7/1/2014","4086","1870","","5956","1948281000","799805000","364356000","3112443000","6","22379.75"
"2014","A","1","12","29","Nevada","7/1/2014","2095","2037","","4132","811824000","197115000","211430000","1220368000","5.2","12475.26"
"2014","A","1","12","3","Amador","7/1/2014","674","708","","1382","122967000","237307000","57868000","418141000","6.2","11569.08"
"2014","A","1","12","30","Orange","7/1/2014","95859","2084","","97943","52936462000","719144000","6441522000","60097128000","4.4","19297.71"
"2014","A","1","12","31","Placer","7/1/2014","8265","3484","","11749","6017021000","1242233000","840913000","8100167000","4.9","22090.68"
"2014","A","1","12","32","Plumas","7/1/2014","93","1063","","1156","15547000","120193000","62351000","198090000","-2.1","10064.52"
"2014","A","1","12","33","Riverside","7/1/2014","43589","4864","","48453","25890506000","2849717000","3295465000","32035687000","6.6","14049.56"
"2014","A","1","12","34","Sacramento","7/1/2014","21221","10922","","32143","11866757000","6435861000","2759284000","21061901000","4.8","14463.3"
"2014","A","1","12","35","San Benito","7/1/2014","939","374","","1313","325103000","149752000","85522000","560376000","","9676.83"
"2014","A","1","12","36","San Bernardino","7/1/2014","43392","4957","","48349","27375385000","2261161000","3419420000","33055967000","6","15860.63"
"2014","A","1","12","37","San Diego","7/1/2014","75415","11256","","86671","44198874000","2301843000","6210922000","52711639000","4.8","16511.3"
"2014","A","1","12","38","San Francisco","7/1/2014","28196","","","28196","18469729000","","","18469729000","8","22122"
